0,1
1,2
2,3
3,5
4,6
5,16
6,31
7,41
8,42
9,43
10,44
11,45
12,46
13,47
14,48
15,49
16,51
17,53
18,54
19,58
20,92
21,93
22,95
23,106
24,109
25,113
26,123
27,128
28,130
29,131
30,133
31,143
32,146
33,151
34,154
35,217
36,234
37,240
38,241
39,249
